762, -77, 185
753, -89, 173
746, -99, 142
746, -99, 142
744, -121, 99
755, -146, 74
785, -181, 54
818, -218, 32
849, -242, 23
849, -242, 23
884, -266, 29
903, -270, 44
926, -268, 48
938, -246, 30
938, -246, 30
957, -205, 24
969, -169, 27
979, -141, 44
981, -104, 53
987, -64, 67
987, -64, 67
975, -17, 95
980, 25, 106
982, 64, 97
982, 64, 97
983, 112, 96
998, 133, 127
1013, 132, 123
1021, 127, 105
1021, 127, 105
1029, 124, 83
1035, 103, 74
1023, 80, 71
1021, 61, 62
1014, 39, 63
1014, 39, 63
1010, 21, 65
983, 8, 78
947, -2, 83
947, -2, 83
906, -12, 89
860, -19, 97
860, -19, 97
795, -25, 107
760, -33, 106
757, -47, 114
771, -56, 119
773, -56, 129
773, -56, 129
766, -41, 125
758, -30, 156
815, -35, 156
880, -40, 158
947, -51, 188
947, -51, 188
1062, -95, 211
1138, -68, 219
1155, -36, 219
1115, -26, 178
1019, -47, 136
903, -70, 129
903, -70, 129
1133, 53, 438
1912, -904, 546
411, 344, -213
636, 58, 244
-,-,-
995, -156, 177
996, -130, 195
1002, -156, 185
1009, -143, 155
1054, -160, 120
1087, -174, 121
1131, -169, 145
1131, -169, 145
1190, -179, 189
1274, -187, 179
1259, -166, 222
1204, -147, 312
1159, -124, 348
1124, -115, 345
1107, -114, 289
1083, -125, 267
1067, -114, 246
1070, -115, 218
1054, -127, 189
1031, -134, 168
996, -130, 181
996, -130, 181
960, -137, 202
897, -120, 199
841, -99, 177
793, -80, 161
756, -58, 148
749, -54, 128
749, -54, 128
745, -68, 109
741, -58, 87
741, -74, 75
761, -100, 60
761, -100, 60
788, -131, 41
831, -177, 32
876, -223, 16
920, -247, 8
966, -259, 14
966, -259, 14
980, -255, 22
985, -238, -6
987, -216, -59
963, -173, -63
955, -115, -43
955, -115, -43
969, -65, 3
987, 3, 32
1015, 69, 25
1015, 69, 25
1037, 104, 67
1049, 131, 92
1055, 159, 102
1043, 171, 90
1012, 182, 102
1012, 182, 106
980, 165, 106
942, 135, 95
896, 107, 81
856, 75, 55
856, 75, 55
809, 49, 30
780, 19, 51
780, -12, 76
780, -12, 76
780, -37, 91
770, -33, 84
761, -35, 120
760, -45, 166
760, -45, 166
780, -44, 244
846, -39, 235
946, -40, 187
986, -41, 175
986, -41, 175
1015, -52, 183
1030, 0, 215
1070, 30, 207
1079, 22, 158
1055, -3, 189
1055, -3, 189
1457, 172, 579
1799, -839, 217
314, 407, -141
348, 144, 125
1596, -266, 76
-,-,-
993, -251, 188
1011, -186, 178
981, -177, 179
1001, -180, 174
1066, -165, 164
1087, -163, 175
1219, -179, 202
1402, -216, 232
1497, -206, 257
1444, -175, 358
1336, -142, 399
1336, -142, 399
1216, -115, 419
1087, -102, 391
987, -88, 353
914, -80, 321
857, -81, 284
811, -77, 267
783, -79, 262
783, -79, 262
786, -91, 239
798, -98, 201
810, -120, 159
817, -148, 120
792, -161, 118
784, -182, 119
784, -182, 119
788, -215, 113
821, -259, 54
844, -298, 44
850, -323, 43
850, -320, 15
850, -320, 15
863, -297, -6
871, -270, -4
908, -240, 0
940, -181, 14
981, -111, 33
981, -111, 33
993, -47, 64
999, 5, 92
1005, 55, 110
1005, 55, 110
1020, 93, 134
1038, 129, 138
1055, 133, 135
1038, 138, 128
1014, 130, 125
992, 119, 114
992, 119, 114
974, 99, 93
962, 79, 65
940, 62, 52
940, 62, 52
918, 35, 52
871, 12, 48
831, -4, 64
831, -4, 64
816, -28, 62
796, -47, 58
786, -63, 63
786, -63, 63
758, -68, 75
747, -55, 94
722, -48, 107
722, -48, 107
703, -34, 109
757, -55, 125
845, -72, 93
897, -82, 30
897, -82, 30
866, -25, 43
904, -25, 198
1070, -22, 223
1198, -32, 161
1232, -31, 207
1232, -31, 207
1164, -32, 278
1171, -24, 377
-,-,-
976, -202, 260
976, -202, 260
1031, -203, 228
1094, -190, 226
1176, -171, 290
1384, -201, 297
1589, -250, 288
1581, -205, 294
1462, -174, 297
1302, -147, 312
1089, -97, 339
907, -44, 326
907, -44, 326
806, -46, 300
754, -73, 298
724, -80, 263
733, -72, 224
754, -75, 210
754, -75, 210
778, -93, 214
816, -109, 187
853, -124, 129
864, -137, 86
850, -141, 76
850, -141, 69
836, -149, 69
837, -164, 58
843, -183, 47
842, -193, 62
846, -211, 55
846, -211, 55
860, -225, 44
875, -231, 24
886, -227, 16
903, -210, 9
943, -196, 8
943, -196, 8
973, -165, 16
1005, -126, 15
1031, -78, 46
1027, -41, 88
1027, -41, 88
1013, -13, 115
1016, 27, 87
1016, 78, 64
1023, 100, 68
1023, 100, 68
1017, 111, 82
1015, 117, 91
1005, 123, 78
997, 125, 62
980, 117, 54
980, 117, 54
962, 104, 50
946, 81, 58
923, 52, 64
923, 52, 64
889, 37, 61
861, 16, 63
861, 16, 63
815, 3, 62
762, -13, 79
728, -25, 102
728, -25, 102
715, -27, 100
719, -25, 122
723, -24, 129
769, -39, 142
-,-,-
1010, -260, 233
1075, -237, 181
1075, -237, 181
1110, -211, 240
1272, -224, 275
1467, -226, 276
1559, -194, 222
1488, -146, 264
1333, -106, 345
1177, -75, 428
1049, -61, 438
923, -34, 402
841, -39, 366
841, -39, 366
806, -35, 276
784, -32, 232
778, -44, 206
773, -68, 198
772, -78, 169
772, -78, 169
777, -89, 137
762, -106, 132
756, -126, 148
763, -140, 122
797, -164, 71
797, -164, 71
835, -203, 41
861, -232, 33
875, -254, 45
896, -279, 37
920, -296, 39
920, -296, 39
948, -311, 46
957, -306, 14
980, -287, -3
978, -240, 0
965, -179, 34
965, -179, 34
962, -111, 61
948, -57, 99
960, -18, 124
995, 27, 103
995, 27, 103
1024, 45, 92
1031, 48, 90
1021, 52, 89
1021, 52, 89
1017, 87, 59
1011, 105, 58
1010, 97, 59
994, 82, 73
994, 82, 73
973, 76, 77
965, 52, 74
965, 52, 74
918, 35, 59
843, 18, 61
765, -2, 67
765, -2, 67
700, -15, 91
671, -20, 88
667, -28, 109
667, -28, 109
665, -14, 193
722, -27, 256
852, -46, 199
920, -49, 143
920, -49, 143
908, -51, 221
1003, -83, 195
1103, -124, 98
1088, -85, 82
1089, -91, 97
1056, -100, 213
1056, -100, 213
969, -45, 421
1673, -170, 1113
-,-,-
942, -99, 342
984, -139, 360
1050, -135, 303
1143, -143, 221
1226, -131, 201
1345, -129, 230
1458, -131, 218
1445, -113, 258
1366, -111, 318
1224, -85, 378
1097, -54, 360
1097, -54, 360
986, -45, 301
907, -52, 267
863, -79, 252
868, -105, 229
863, -110, 193
830, -113, 149
830, -113, 149
796, -105, 119
772, -121, 114
769, -142, 109
783, -175, 85
798, -205, 38
827, -243, 8
827, -243, 8
845, -284, -6
881, -299, -14
900, -289, -18
916, -268, -17
913, -241, 9
913, -241, 9
920, -224, 44
952, -202, 50
970, -185, 61
959, -153, 78
959, -153, 78
963, -96, 75
984, -61, 75
979, -24, 86
965, 4, 119
965, 4, 119
935, 45, 135
951, 85, 111
961, 130, 104
961, 130, 104
983, 142, 112
988, 142, 123
987, 158, 114
973, 163, 108
963, 140, 108
963, 140, 108
942, 111, 116
912, 81, 100
871, 43, 91
871, 43, 91
824, 16, 96
794, -11, 102
775, -24, 90
736, -31, 121
736, -31, 121
725, -33, 150
745, -29, 144
760, -8, 127
778, -11, 160
778, -11, 160
845, -22, 188
953, -49, 180
1048, -69, 168
1049, -40, 141
1044, -70, 166
1049, -42, 167
1049, -42, 167
1027, -33, 230
1061, -73, 183
1543, -4, 703
1695, -774, 107
139, 390, 317
-,-,-
1093, -185, 265
1274, -221, 324
1522, -290, 312
1676, -289, 271
1572, -179, 303
1409, -107, 349
1244, -65, 368
1108, -46, 341
1000, -47, 259
894, -53, 238
894, -53, 238
793, -48, 227
725, -44, 193
670, -44, 163
639, -64, 157
646, -69, 135
646, -69, 135
687, -83, 74
701, -102, 56
726, -128, 44
761, -163, 42
812, -197, 26
812, -197, 26
858, -228, 18
889, -237, 22
935, -253, 21
978, -279, 15
978, -279, 15
991, -286, 27
995, -278, 37
980, -245, 33
965, -209, 20
950, -166, 40
950, -166, 40
954, -102, 49
975, -64, 61
967, -22, 78
975, 22, 101
975, 22, 101
994, 61, 98
1022, 92, 97
1027, 116, 115
1025, 112, 139
1025, 112, 139
1007, 97, 137
978, 85, 125
931, 75, 111
864, 54, 116
864, 54, 116
802, 21, 131
750, -8, 113
711, -40, 120
684, -66, 139
684, -66, 139
689, -82, 120
687, -76, 106
709, -58, 117
762, -32, 134
762, -32, 134
828, -29, 164
903, -10, 186
953, 2, 195
996, 17, 193
996, 17, 193
1055, 0, 214
1103, -27, 139
1144, -48, 104
1114, -18, 158
1121, -45, 255
1400, 63, 582
1400, 63, 582
1965, -918, 596
498, 498, -171
324, 68, 256
1295, -163, 56
1125, -134, 96
881, -52, 269
881, -52, 269
-,-,-
978, -286, 202
966, -218, 221
977, -162, 182
978, -141, 180
978, -141, 180
995, -139, 169
1030, -159, 160
1053, -161, 155
1095, -138, 180
1282, -141, 271
1498, -196, 344
1611, -245, 377
1545, -215, 417
1383, -180, 402
1170, -130, 368
966, -105, 330
784, -97, 287
784, -97, 287
668, -84, 230
642, -89, 182
686, -109, 131
752, -133, 114
803, -144, 92
803, -144, 92
855, -162, 78
874, -183, 92
877, -198, 88
868, -218, 86
867, -254, 79
867, -254, 79
883, -295, 71
882, -317, 75
882, -309, 45
891, -304, 16
889, -312, 18
889, -312, 18
862, -309, 24
837, -283, 34
839, -241, 16
886, -200, -6
886, -200, -6
910, -164, 23
921, -116, 91
953, -45, 109
1001, 8, 124
1048, 32, 136
1048, 32, 136
1072, 67, 145
1102, 110, 130
1109, 138, 139
1084, 151, 152
1037, 135, 157
982, 100, 150
982, 100, 150
912, 70, 105
842, 37, 92
755, 9, 84
755, 9, 84
680, -16, 63
642, -53, 74
656, -93, 111
656, -93, 111
676, -101, 151
661, -76, 154
650, -75, 206
703, -71, 232
866, -109, 188
866, -109, 188
979, -131, 101
1004, -69, 36
1017, -85, 142
1077, -115, 293
1074, -89, 352
1764, -309, 1334
1429, -196, -686
-100, 274, 591
1012, 64, -26
-,-,-
1046, -125, 272
1046, -125, 272
1084, -96, 207
1237, -109, 209
1443, -169, 231
1574, -203, 236
1513, -177, 250
1376, -149, 249
1225, -158, 266
1065, -130, 275
923, -94, 237
813, -67, 219
813, -67, 219
765, -84, 222
725, -88, 247
729, -77, 207
735, -70, 180
744, -64, 135
744, -64, 135
754, -61, 116
777, -69, 101
793, -85, 82
813, -118, 84
813, -118, 84
813, -132, 71
827, -146, 60
847, -163, 44
886, -201, 35
903, -233, 27
903, -233, 27
928, -256, 19
969, -277, 2
1009, -299, -6
1025, -310, 5
1009, -282, 11
1009, -282, 11
1005, -249, 19
972, -187, 51
963, -139, 74
951, -101, 113
978, -41, 97
1017, 12, 97
1017, 12, 97
1025, 47, 118
1048, 62, 139
1043, 72, 141
1048, 89, 122
1048, 89, 122
1034, 107, 113
1006, 99, 104
995, 62, 102
963, 20, 89
963, 20, 89
908, 2, 67
842, -12, 56
757, -22, 44
757, -22, 44
700, -55, 65
672, -70, 81
668, -90, 68
668, -90, 68
629, -78, 111
638, -53, 158
723, -36, 202
884, -65, 204
884, -65, 204
987, -49, 179
1071, -89, 217
1131, -68, 212
1094, -104, 213
942, -48, 214
992, 101, 513
-,-,-
1008, -192, 180
1008, -192, 180
1038, -191, 156
1149, -198, 175
1310, -194, 189
1471, -216, 251
1580, -228, 298
1573, -225, 298
1454, -201, 280
1270, -145, 298
1090, -118, 312
942, -101, 297
827, -105, 262
768, -129, 226
768, -129, 226
713, -130, 192
685, -123, 158
692, -115, 83
709, -123, 74
751, -155, 91
753, -168, 111
753, -168, 111
749, -178, 111
741, -190, 89
754, -213, 75
788, -241, 60
822, -253, 50
834, -254, 45
834, -254, 45
865, -285, 59
912, -320, 53
962, -311, 27
1000, -279, 11
1026, -255, 37
1026, -255, 37
1019, -205, 70
1013, -155, 85
1020, -110, 77
1048, -42, 57
1039, 18, 70
1033, 81, 75
1033, 81, 75
1038, 122, 72
1036, 134, 100
1010, 180, 126
981, 191, 137
981, 191, 137
933, 187, 130
890, 153, 127
829, 118, 127
765, 101, 118
733, 67, 116
733, 67, 116
725, 18, 112
705, -7, 116
698, -27, 112
698, -27, 112
724, -61, 106
757, -80, 106
804, -96, 108
876, -97, 125
964, -96, 149
964, -96, 149
1044, -59, 163
1105, -65, 216
1156, -67, 231
1160, -77, 177
1091, -88, 155
979, -101, 158
1642, -158, 915
-,-,-
993, -232, 253
995, -193, 244
1035, -194, 206
1035, -194, 206
1086, -186, 181
1233, -181, 196
1474, -233, 221
1686, -292, 172
1687, -255, 178
1543, -205, 230
1345, -152, 315
1158, -108, 332
1012, -91, 307
875, -78, 300
793, -90, 288
793, -90, 288
754, -101, 245
711, -84, 216
692, -91, 187
670, -113, 177
655, -120, 154
666, -140, 124
666, -140, 124
680, -176, 97
676, -207, 79
664, -227, 61
687, -246, 34
725, -269, 24
725, -269, 24
803, -292, 10
858, -287, 4
916, -276, 1
963, -247, -2
963, -247, -2
999, -215, 10
1003, -167, 40
1010, -127, 75
1031, -65, 78
1048, -3, 79
1048, -3, 79
1062, 28, 104
1052, 60, 111
1044, 98, 101
1035, 133, 83
1006, 140, 104
1006, 140, 104
972, 118, 140
930, 96, 141
875, 68, 136
816, 46, 119
816, 46, 119
768, 14, 100
718, -11, 98
687, -36, 107
705, -66, 98
705, -66, 98
742, -85, 91
753, -71, 92
792, -87, 116
792, -87, 116
869, -82, 112
931, -87, 129
977, -66, 143
1000, -44, 167
1073, -75, 150
1142, -87, 122
1142, -87, 122
1127, -57, 186
1063, -43, 258
1092, -15, 366
-,-,-
1156, -141, 294
1277, -181, 315
1277, -181, 315
1398, -225, 280
1418, -195, 281
1391, -157, 293
1350, -154, 285
1272, -141, 260
1169, -110, 231
1070, -86, 234
987, -79, 238
921, -106, 245
855, -89, 212
855, -89, 212
806, -78, 182
788, -75, 140
782, -92, 129
756, -103, 124
743, -117, 124
743, -117, 124
731, -118, 91
735, -127, 59
733, -148, 40
755, -182, 38
779, -217, 51
803, -241, 38
803, -241, 38
817, -255, 41
840, -252, 42
866, -245, 44
892, -237, 21
892, -237, 21
933, -233, 2
965, -211, 12
1001, -177, 21
1013, -137, 51
1016, -83, 66
1016, -83, 66
1034, -30, 71
1046, 24, 78
1051, 75, 95
1047, 101, 126
1011, 139, 132
1011, 139, 132
958, 171, 142
918, 168, 150
895, 146, 150
892, 102, 119
870, 59, 96
870, 59, 96
837, 15, 98
796, 0, 99
796, 0, 99
779, -14, 122
780, -8, 131
799, -23, 127
799, -23, 127
837, -29, 118
862, -51, 118
889, -64, 136
877, -23, 120
900, -5, 128
900, -5, 128
948, -24, 148
1018, -79, 186
1035, -66, 176
1026, -39, 235
1003, -65, 310
1003, -65, 310
1318, 127, 628
-,-,-
1050, -136, 249
1156, -140, 263
1271, -160, 278
1383, -172, 283
1454, -174, 266
1454, -174, 266
1446, -169, 263
1376, -165, 272
1284, -142, 277
1188, -155, 271
1050, -128, 263
930, -111, 246
843, -112, 235
794, -128, 223
745, -136, 237
702, -123, 219
702, -140, 183
702, -140, 183
724, -157, 130
722, -168, 121
720, -179, 116
761, -216, 103
808, -242, 71
837, -263, 40
837, -263, 40
852, -257, 25
859, -249, 32
867, -235, 37
896, -240, 36
920, -205, 21
920, -205, 21
955, -156, 5
947, -130, 50
958, -77, 79
985, -26, 73
985, -26, 73
